DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP
4,20XX BURNET AV,39.1190303314413,-84.5035198351879,MOUNT AUBURN,297,40807100,1,,BLACK,MALE,25,NONFATAL,09/24/2008 12:00:00 AM,SEP,,N/A,WED,40807100,09/24/2008 12:00:00 AM,DISTRICT 4,45219
4,9XX DANA AV,39.1510087686696,-84.4834381973156,NORTH AVONDALE,1237,41007867,1,"CINC, OH 45229",BLACK,MALE,36,NONFATAL,12/08/2010 12:00:00 AM,DEC,,N/A,WED,41007867,12/08/2010 12:00:00 AM,DISTRICT 4,45229
4,35XX WASHINGTON AV,39.1491986408953,-84.4942522641879,NORTH AVONDALE,514,40902241,1,,BLACK,MALE,36,NONFATAL,04/07/2009 12:00:00 AM,APR,,N/A,TUE,40902241,04/07/2009 12:00:00 AM,DISTRICT 4,45229
5,XX SB I75,37.7967513348935,-89.3171004690163,CAMP WASHINGTON,1578,51105300,1,"CINC, OH 45237",BLACK,MALE,32,NONFATAL,09/20/2011 12:00:00 AM,SEP,145000,14,TUE,51105300,09/20/2011 02:50:00 PM,DISTRICT 5,45052
4,28XX ASHLAND AV,39.1300660946865,-84.482560911525,WALNUT HILLS,1795,129009813,1,"CINC, OH 45207",BLACK,MALE,51,FATAL,04/16/2012 12:00:00 AM,APR,010100,1,MON,129009813,04/16/2012 01:01:00 AM,DISTRICT 4,45206
4,7XX CHALFONTE PL,39.1492662790285,-84.4898503249091,NORTH AVONDALE,364,40808286,2,,BLACK,MALE,19,NONFATAL,11/01/2008 12:00:00 AM,NOV,,N/A,SAT,40808286,11/01/2008 12:00:00 AM,DISTRICT 4,45229
4,8XX LINCOLN AV,39.1328189372053,-84.490111989776,WALNUT HILLS,2619,149011541,2,"CINCINNATI, OH 45206",BLACK,MALE,27,NONFATAL,05/20/2014 12:00:00 AM,MAY,005000,0,TUE,149011541,05/20/2014 12:50:00 AM,DISTRICT 4,45206
2,48XX WHETSEL AV,39.1594771523397,-84.3930788791558,MADISONVILLE,2277,139016395,1,"CINC, OH 45227",BLACK,MALE,52,NONFATAL,06/26/2013 12:00:00 AM,JUN,140000,14,WED,139016395,06/26/2013 02:00:00 PM,DISTRICT 2,45227
5,40XX CHERRY ST,39.1598612778696,-84.542095770525,NORTHSIDE,2184,139010077,1,"CINC, OH 45223",BLACK,MALE,20,NONFATAL,04/29/2013 12:00:00 AM,APR,155000,15,MON,139010077,04/29/2013 03:50:00 PM,DISTRICT 5,45223
5,81XX DALY RD,39.215329291107,-84.5313796066759,COLLEGE HILL,1275,51100127,1,"CINC, OH 45229",BLACK,MALE,24,NONFATAL,01/07/2011 12:00:00 AM,JAN,185500,18,FRI,51100127,01/07/2011 06:55:00 PM,DISTRICT 5,45224
3,45XX GLENWAY AV,39.1142119607264,-84.5901298268038,WEST PRICE HILL,879,31001679,1,"CINCINNATI, OH 45227",BLACK,MALE,18,NONFATAL,03/03/2010 12:00:00 AM,MAR,,N/A,WED,31001679,03/03/2010 12:00:00 AM,DISTRICT 3,45205
5,42XX FLORIDA AV,39.1651800793509,-84.5480549199255,NORTHSIDE,1677,51107071,1,"CIN, OH 45232",WHITE,MALE,37,NONFATAL,12/18/2011 12:00:00 AM,DEC,204000,20,SUN,51107071,12/18/2011 08:40:00 PM,DISTRICT 5,45223
1,5XX E TWELFTH ST,39.1094550017094,-84.5047328815243,PENDLETON,687,10903864,1,,BLACK,MALE,30,NONFATAL,08/21/2009 12:00:00 AM,AUG,,N/A,FRI,10903864,08/21/2009 12:00:00 AM,DISTRICT 1,45202
4,7XX S FRED SHUTTLESWORTH CR,39.151169617735,-84.4893530658824,NORTH AVONDALE,3101,159017391,1,"CINC, OH 45229",BLACK,MALE,22,NONFATAL,07/05/2015 12:00:00 AM,JUL,180000,18,SUN,159017391,07/05/2015 06:00:00 PM,DISTRICT 4,45229
4,XX FOREST AV,39.1490881887216,-84.5103060287026,AVONDALE,953,41002212,1,,BLACK,MALE,34,NONFATAL,04/21/2010 12:00:00 AM,APR,,N/A,WED,41002212,04/21/2010 12:00:00 AM,DISTRICT 4,45220
4,23XX GILBERT AV,39.1230582391732,-84.4916057205838,WALNUT HILLS,3071,159015780,1,"CINC, OH 45206",BLACK,MALE,47,NONFATAL,06/20/2015 12:00:00 AM,JUN,002500,0,SAT,159015780,06/20/2015 12:25:00 AM,DISTRICT 4,45206
5,16XX WEST FORD RD,39.1640694618122,-84.5548392900714,NORTHSIDE,2820,149029095,1,CINCI/OH/45231,BLACK,MALE,21,NONFATAL,11/13/2014 12:00:00 AM,NOV,213500,21,THU,149029095,11/13/2014 09:35:00 PM,DISTRICT 5,45223
3,19XX WESTWOOD NORTHERN,39.142815098454,-84.557519747282,EAST WESTWOOD,2512,149001792,1,"CINTI, OH 45225",BLACK,MALE,57,FATAL,01/24/2014 12:00:00 AM,JAN,,N/A,FRI,149001792,01/24/2014 12:00:00 AM,DISTRICT 3,45225
3,16XX TREMONT ST,39.1269897329188,-84.5506570688703,SOUTH FAIRMOUNT,1455,31105456,1,"CINC, OH 45207",BLACK,MALE,25,NONFATAL,06/25/2011 12:00:00 AM,JUN,010000,1,SAT,31105456,06/25/2011 01:00:00 AM,DISTRICT 3,45214
1,2XX PEETE ST,39.115029302875,-84.5142857557094,OVER-THE-RHINE,1310,11100794,1,"CINC., OH 45211",BLACK,MALE,25,FATAL,03/01/2011 12:00:00 AM,MAR,194800,19,TUE,11100794,03/01/2011 07:48:00 PM,DISTRICT 1,45202
4,7XX WAYNE ST,39.1263332440733,-84.4941360809992,WALNUT HILLS,2313,139018837,1,"CINC, OH 45207",BLACK,MALE,24,NONFATAL,07/18/2013 12:00:00 AM,JUL,095000,9,THU,139018837,07/18/2013 09:50:00 AM,DISTRICT 4,45206
4,16XX SPARKLE DR,39.205644130206,-84.4591773989774,ROSELAWN,240,40805534,1,,BLACK,MALE,17,FATAL,07/31/2008 12:00:00 AM,JUL,,N/A,THU,40805534,07/31/2008 12:00:00 AM,DISTRICT 4,45237
3,19XX MILLVALE CT,39.1489330445393,-84.5529762926817,MILLVALE,2816,149028581,1,"CINCINNATI, OH 45211",WHITE,MALE,29,FATAL,11/08/2014 12:00:00 AM,NOV,021000,2,SAT,149028581,11/08/2014 02:10:00 AM,DISTRICT 3,45225
2,58XX CHANDLER ST,39.1627683334776,-84.3936227344714,MADISONVILLE,707,20904210,1,,BLACK,MALE,34,FATAL,09/05/2009 12:00:00 AM,SEP,,N/A,SAT,20904210,09/05/2009 12:00:00 AM,DISTRICT 2,45227
4,23XX KEMPER LN,39.1247678518018,-84.4877091207989,WALNUT HILLS,3217,159026811,1,"CINCINNATI, OH 45206",BLACK,MALE,53,NONFATAL,09/28/2015 12:00:00 AM,SEP,235000,23,MON,159026811,09/28/2015 11:50:00 PM,DISTRICT 4,
2,33XX FAIRFIELD AV,39.1368134230257,-84.4725724860036,EVANSTON,3644,169023165,1,"CINCINNATI, OH 45223",BLACK,MALE,37,NONFATAL,09/07/2016 12:00:00 AM,SEP,034700,3,WED,169023165,09/07/2016 03:47:00 AM,DISTRICT 2,
1,8XX YORK ST,39.1176979286799,-84.5291144192023,WEST END,2004,129031071,1,"CINC, OH 45202",BLACK,MALE,17,NONFATAL,10/24/2012 12:00:00 AM,OCT,195800,19,WED,129031071,10/24/2012 07:58:00 PM,DISTRICT 1,45214
4,16XX CREST HILL AV,39.2044714630523,-84.4584752006801,ROSELAWN,3437,169008540,1,"CINCINNATI, OH 45237",BLACK,MALE,20,FATAL,04/12/2016 12:00:00 AM,APR,180500,18,TUE,169008540,04/12/2016 06:05:00 PM,DISTRICT 4,
3,17XX WEBER AV,39.1556528896613,-84.5481602657302,SOUTH CUMMINSVILLE,2737,149022204,1,"CIN, OH 45204",BLACK,MALE,21,FATAL,09/04/2014 12:00:00 AM,SEP,194500,19,THU,149022204,09/04/2014 07:45:00 PM,DISTRICT 3,45223
3,35XX MCHENRY AV,39.1504432045968,-84.5654947643128,EAST WESTWOOD,1540,31107316,1,"CINC, OH 45231",BLACK,MALE,20,NONFATAL,08/19/2011 12:00:00 AM,AUG,205000,20,FRI,31107316,08/19/2011 08:50:00 PM,DISTRICT 3,45225
4,13XX YARMOUTH AV,39.1739805209047,-84.4750254787048,BOND HILL,2867,149033165,1,"CINC, OH 45237",BLACK,MALE,17,NONFATAL,12/30/2014 12:00:00 AM,DEC,212000,21,TUE,149033165,12/30/2014 09:20:00 PM,DISTRICT 4,45237
1,8XX YORK ST,39.1169188840711,-84.5274690273484,WEST END,979,11001978,1,,WHITE,MALE,21,NONFATAL,05/24/2010 12:00:00 AM,MAY,,N/A,MON,11001978,05/24/2010 12:00:00 AM,DISTRICT 1,45214
1,8XX DAYTON ST,39.1174822571337,-84.5275426137317,WEST END,3504,169014145,1,"CINCINNATI, OH 45211",BLACK,MALE,26,NONFATAL,06/13/2016 12:00:00 AM,JUN,010600,1,MON,169014145,06/13/2016 01:06:00 AM,DISTRICT 1,
3,19XX WESTWOOD NORTHERN BLVD,39.1433498132314,-84.558513716103,ENGLISH WOODS,2640,149013802,1,"CINTI, OH 45225",BLACK,MALE,29,NONFATAL,06/12/2014 12:00:00 AM,JUN,020000,2,THU,149013802,06/12/2014 02:00:00 AM,DISTRICT 3,45225
4,5XX HALE AV,39.1404674234627,-84.497207900606,AVONDALE,2310,139018605,1,"CINC, OH 45206",BLACK,MALE,29,NONFATAL,07/16/2013 12:00:00 AM,JUL,200000,20,TUE,139018605,07/16/2013 08:00:00 PM,DISTRICT 4,45229
4,20XX READING RD,39.118635103474,-84.501069857353,WALNUT HILLS,2520,149002431,1,"WILMINGTON, OH 45177",WHITE,MALE,31,NONFATAL,02/01/2014 12:00:00 AM,FEB,212000,21,SAT,149002431,02/01/2014 09:20:00 PM,DISTRICT 4,45206
4,8XX BUENA VISTA PL,39.1349498906298,-84.488612234654,WALNUT HILLS,396,40809132,2,,BLACK,MALE,33,NONFATAL,12/07/2008 12:00:00 AM,DEC,,N/A,SUN,40809132,12/07/2008 12:00:00 AM,DISTRICT 4,45206
3,27XX FABER AV,39.1382090774712,-84.5770744213047,WESTWOOD,1717,129001426,1,"CINC, OH 45211",BLACK,MALE,16,NONFATAL,01/17/2012 12:00:00 AM,JAN,201100,20,TUE,129001426,01/17/2012 08:11:00 PM,DISTRICT 3,45211
5,60XX LANTANA AV,39.1999348635023,-84.5420136870152,COLLEGE HILL,106,50802382,1,,BLACK,MALE,20,NONFATAL,05/01/2008 12:00:00 AM,MAY,,N/A,THU,50802382,05/01/2008 12:00:00 AM,DISTRICT 5,45224
1,3XX E THIRTEENTH ST,39.1099986851779,-84.5103091829593,PENDLETON,808,10905871,1,,BLACK,MALE,23,NONFATAL,12/13/2009 12:00:00 AM,DEC,,N/A,SUN,10905871,12/13/2009 12:00:00 AM,DISTRICT 1,45202
4,7XX LINDSAY AL,39.1254316673554,-84.4931541350906,WALNUT HILLS,1733,129003444,1,"CINC, OH 45237",BLACK,MALE,31,NONFATAL,02/03/2012 12:00:00 AM,FEB,190500,19,FRI,129003444,02/03/2012 07:05:00 PM,DISTRICT 4,45206
5,52XX EASTKNOLL CT,39.1892392951792,-84.5733115020584,MOUNT AIRY,1968,129027340,1,0,BLACK,MALE,112,FATAL,09/22/2012 12:00:00 AM,SEP,150200,15,SAT,129027340,09/22/2012 03:02:00 PM,DISTRICT 5,45239
4,34XX RIDGEWAY AV,39.1417614173016,-84.4858829830451,AVONDALE,3205,159025294,1,"BETHEL, OH 45106",WHITE,MALE,34,NONFATAL,09/16/2015 12:00:00 AM,SEP,004000,0,WED,159025294,09/16/2015 12:40:00 AM,DISTRICT 4,
4,46XX PADDOCK RD,39.1692640611789,-84.4785478430689,BOND HILL,1690,41108279,1,"CINC, OH 45237",BLACK,FEMALE,21,NONFATAL,12/29/2011 12:00:00 AM,DEC,213400,21,THU,41108279,12/29/2011 09:34:00 PM,DISTRICT 4,45229
3,37XX W LIBERTY ST,39.1162118469008,-84.5756328583769,WEST PRICE HILL,1635,31109674,1,"CINC, OH",WHITE,MALE,39,NONFATAL,11/06/2011 12:00:00 AM,NOV,100000,10,SUN,31109674,11/06/2011 10:00:00 AM,DISTRICT 3,45205
2,34XX EVANSTON AV,39.1391060089873,-84.4628940400514,EVANSTON,1624,21104643,2,"CINC, OH 45207",BLACK,FEMALE,13,NONFATAL,10/28/2011 12:00:00 AM,OCT,230000,23,FRI,21104643,10/28/2011 11:00:00 PM,DISTRICT 2,45207
1,16XX RACE ST,39.1137661744552,-84.5179004696496,OVER-THE-RHINE,1343,11101222,1,"C/O, 45210",BLACK,MALE,32,NONFATAL,04/03/2011 12:00:00 AM,APR,145000,14,SUN,11101222,04/03/2011 02:50:00 PM,DISTRICT 1,45202
4,34XX HARVEY AV,39.1438187044891,-84.4985447007344,AVONDALE,3624,169022070,1,,BLACK,MALE,19,NONFATAL,08/28/2016 12:00:00 AM,AUG,021500,2,SUN,169022070,08/28/2016 02:15:00 AM,DISTRICT 4,
3,36XX MCHENRY AV,39.1506190945024,-84.5625727443083,EAST WESTWOOD,3141,159020396,1,"CINCINNATI, OH 45216",BLACK,MALE,44,NONFATAL,08/02/2015 12:00:00 AM,AUG,005400,0,SUN,159020396,08/02/2015 12:54:00 AM,DISTRICT 3,45225
1,17XX VINE ST,39.1154478996017,-84.515964326345,OVER-THE-RHINE,3752,169032682,1,,BLACK,MALE,27,NONFATAL,12/13/2016 12:00:00 AM,DEC,195000,19,TUE,169032682,12/13/2016 07:50:00 PM,DISTRICT 1,
5,59XX HAMILTON AV,39.1993098326183,-84.5466488443008,COLLEGE HILL,477,50901101,4,,,,109,NONFATAL,03/03/2009 12:00:00 AM,MAR,,N/A,TUE,50901101,03/03/2009 12:00:00 AM,DISTRICT 5,45224
3,41XX PRESIDENT DR,39.1567394577424,-84.5576698469384,FAYE APARTMENTS,469,30901392,1,,BLACK,MALE,21,NONFATAL,02/20/2009 12:00:00 AM,FEB,,N/A,FRI,30901392,02/20/2009 12:00:00 AM,DISTRICT 3,45225
5,3XX LUDLOW AV,39.1442596863287,-84.521211328208,CLIFTON,719,50905541,1,,UNKNOWN,MALE,41,NONFATAL,09/13/2009 12:00:00 AM,SEP,,N/A,SUN,50905541,09/13/2009 12:00:00 AM,DISTRICT 5,45220
4,84XX ANTHONY WAYNE  AV,39.2164134083533,-84.4620219553445,CARTHAGE,2397,139027049,1,,BLACK,MALE,26,FATAL,09/27/2013 12:00:00 AM,SEP,002000,0,FRI,139027049,09/27/2013 12:20:00 AM,DISTRICT 4,
3,19XX BRINKMEIER AV,39.1379041591448,-84.5606538654703,NORTH FAIRMOUNT,2847,149031885,2,"CINTI, OH 45206",BLACK,MALE,17,NONFATAL,12/15/2014 12:00:00 AM,DEC,214500,21,MON,149031885,12/15/2014 09:45:00 PM,DISTRICT 3,45225
1,18XX ELM ST,39.1164684399675,-84.5203793712936,OVER-THE-RHINE,2346,139021494,4,"CINC, OH 45202",BLACK,MALE,14,NONFATAL,08/12/2013 12:00:00 AM,AUG,230400,23,MON,139021494,08/12/2013 11:04:00 PM,DISTRICT 1,45202
3,20XX FARADAY RD,39.1530686942261,-84.557484612263,SOUTH CUMMINSVILLE,1794,129009468,1,"CINC, OH 45232",BLACK,MALE,26,NONFATAL,04/15/2012 12:00:00 AM,APR,00000000000000.000,0,SUN,129009468,04/15/2012 12:00:00 AM,DISTRICT 3,45225
3,23XX BALTIMORE AV,39.1503748644539,-84.5609707323914,EAST WESTWOOD,2840,149031671,2,"CINCINNATI, OH 45204",BLACK,MALE,19,NONFATAL,12/13/2014 12:00:00 AM,DEC,123500,12,SAT,149031671,12/13/2014 12:35:00 PM,DISTRICT 3,45225
2,17XX HEWITT AV,39.1367217913989,-84.4728369162363,EVANSTON,2918,159006351,1,"CINCINNATI, OH 45208",BLACK,MALE,25,NONFATAL,03/18/2015 12:00:00 AM,MAR,111900,11,WED,159006351,03/18/2015 11:19:00 AM,DISTRICT 2,45207
3,35XX MCHENRY AV,39.1508769368875,-84.5669465849552,EAST WESTWOOD,228,30807234,1,,BLACK,MALE,28,NONFATAL,07/26/2008 12:00:00 AM,JUL,,N/A,SAT,30807234,07/26/2008 12:00:00 AM,DISTRICT 3,45225
5,15XX W NORTH BEND RD,39.203853279959,-84.5454937966268,COLLEGE HILL,2728,149021027,1,"CINC, OH 45224",BLACK,MALE,28,FATAL,08/23/2014 12:00:00 AM,AUG,201800,20,SAT,149021027,08/23/2014 08:18:00 PM,DISTRICT 5,45224
4,25XX GILBERT AV,39.1256227400557,-84.4903493873587,WALNUT HILLS,3664,169025042,2,"CINCINNATI, OH 45211",BLACK,FEMALE,26,NONFATAL,09/26/2016 12:00:00 AM,SEP,042200,4,MON,169025042,09/26/2016 04:22:00 AM,DISTRICT 4,
1,XX GREEN ST,39.1144337413623,-84.5175004316965,OVER-THE-RHINE,1067,11003457,1,"CINC., OH 45231",BLACK,MALE,33,NONFATAL,08/08/2010 12:00:00 AM,AUG,,N/A,SUN,11003457,08/08/2010 12:00:00 AM,DISTRICT 1,45202
4,29XX GILBERT AV,39.1317992351553,-84.4877082271176,WALNUT HILLS,1239,41007897,1,"CINC, OH 45206",BLACK,MALE,42,NONFATAL,12/09/2010 12:00:00 AM,DEC,,N/A,THU,41007897,12/09/2010 12:00:00 AM,DISTRICT 4,45206
4,48XX READING RD,39.175430835184,-84.4662816708762,BOND HILL,1720,129001799,1,"CINC, OH 45237",BLACK,MALE,17,FATAL,01/18/2012 12:00:00 AM,JAN,235300,23,WED,129001799,01/18/2012 11:53:00 PM,DISTRICT 4,45237
1,17XX LANG ST,39.1156732448886,-84.5146322545234,OVER-THE-RHINE,3473,169011934,1,"CINCINNATI, OH 45214",BLACK,MALE,33,NONFATAL,05/20/2016 12:00:00 AM,MAY,002100,0,FRI,169011934,05/20/2016 12:21:00 AM,DISTRICT 1,
1,XX WEST ELDER ST,39.1148051005657,-84.5173433412476,OVER-THE-RHINE,335,10805213,1,,BLACK,MALE,24,FATAL,10/16/2008 12:00:00 AM,OCT,,N/A,THU,10805213,10/16/2008 12:00:00 AM,DISTRICT 1,45202
5,49XX HAWAIIAN TE,39.1834032850752,-84.563450408483,MOUNT AIRY,2921,159006619,1,"CINCINNATI, OH 45223",BLACK,MALE,55,NONFATAL,03/21/2015 12:00:00 AM,MAR,003500,0,SAT,159006619,03/21/2015 12:35:00 AM,DISTRICT 5,45223
4,83XX ANTHONY WAYNE AV,39.2151558948135,-84.4625653980875,HARTWELL,1542,41105332,2,"CINC, OH 45216",WHITE,MALE,111,NONFATAL,08/20/2011 12:00:00 AM,AUG,024000,2,SAT,41105332,08/20/2011 02:40:00 AM,DISTRICT 4,45216
4,9XX CLEVELAND AV,39.1430659649591,-84.4858632158822,AVONDALE,1561,41105788,2,"CINC, OH 45229",BLACK,MALE,43,NONFATAL,09/08/2011 12:00:00 AM,SEP,163700,16,THU,41105788,09/08/2011 04:37:00 PM,DISTRICT 4,45229
4,34XX HARVEY AV,39.1432800649707,-84.497419371952,AVONDALE,941,41002002,1,,BLACK,MALE,24,FATAL,04/12/2010 12:00:00 AM,APR,,N/A,MON,41002002,04/12/2010 12:00:00 AM,DISTRICT 4,45229
4,2XX MCCORMICK PL,39.1255091410263,-84.5081126777946,MOUNT AUBURN,3824,179004236,1,,BLACK,MALE,28,FATAL,02/14/2017 12:00:00 AM,FEB,150600,15,TUE,179004236,02/14/2017 03:06:00 PM,DISTRICT 4,
4,XX GLENCOE PL,39.1237070341742,-84.5102257092252,MOUNT AUBURN,854,41000532,1,,BLACK,MALE,37,NONFATAL,01/28/2010 12:00:00 AM,JAN,,N/A,THU,41000532,01/28/2010 12:00:00 AM,DISTRICT 4,45219
3,19XX QUEEN CITY AV,39.1268104051667,-84.5628760054795,SOUTH FAIRMOUNT,402,30812532,1,,WHITE,MALE,27,NONFATAL,12/16/2008 12:00:00 AM,DEC,,N/A,TUE,30812532,12/16/2008 12:00:00 AM,DISTRICT 3,45214
1,5XX YORK ST,39.1163836275608,-84.5256892674914,WEST END,3164,159022579,1,"CINCINNATI, OH",BLACK,FEMALE,38,NONFATAL,08/21/2015 12:00:00 AM,AUG,234000,23,FRI,159022579,08/21/2015 11:40:00 PM,DISTRICT 1,45214
3,22XX HARRISON AV,39.1348204257409,-84.5737020974859,WESTWOOD,1917,129021718,1,"OWENTON, KY 40359",WHITE,MALE,19,NONFATAL,08/04/2012 12:00:00 AM,AUG,233800,23,SAT,129021718,08/04/2012 11:38:00 PM,DISTRICT 3,45211
4,33XX HARVEY AV,39.1400506152103,-84.4988601537758,AVONDALE,3099,159017402,2,"CINC, OH 45238",BLACK,MALE,26,NONFATAL,07/05/2015 12:00:00 AM,JUL,135700,13,SUN,159017402,07/05/2015 01:57:00 PM,DISTRICT 4,45229
1,8XX W LIBERTY ST,39.1129138915363,-84.5287413690413,WEST END,119,10802235,1,,BLACK,MALE,19,NONFATAL,05/16/2008 12:00:00 AM,MAY,,N/A,FRI,10802235,05/16/2008 12:00:00 AM,DISTRICT 1,45214
5,30XX COLERAIN AV,39.13728810597,-84.5373661071179,CAMP WASHINGTON,2055,129036958,1,"CINC, OH 45239",BLACK,MALE,36,NONFATAL,12/21/2012 12:00:00 AM,DEC,034500,3,FRI,129036958,12/21/2012 03:45:00 AM,DISTRICT 5,45225
1,4XX ELIZABETH ST,39.1065143388401,-84.5212154261339,WEST END,959,11001700,1,,WHITE,MALE,29,NONFATAL,05/07/2010 12:00:00 AM,MAY,,N/A,FRI,11001700,05/07/2010 12:00:00 AM,DISTRICT 1,45202
3,17XX FAIRMOUNT AV,39.1301637208889,-84.5524987228414,SOUTH FAIRMOUNT,1641,31109800,1,"CINC, OH 45213",BLACK,MALE,18,NONFATAL,11/09/2011 12:00:00 AM,NOV,224000,22,WED,31109800,11/09/2011 10:40:00 PM,DISTRICT 3,45214
4,8XX GLENWOOD AV,39.1470320380579,-84.4877734674905,AVONDALE,3719,169028722,1,,BLACK,MALE,18,NONFATAL,11/02/2016 12:00:00 AM,NOV,165500,16,WED,169028722,11/02/2016 04:55:00 PM,DISTRICT 4,
1,11XX MAIN ST,39.1070138511367,-84.5110450840412,OVER-THE-RHINE,2646,149014021,2,"CINTI, OH 45202",BLACK,MALE,30,NONFATAL,06/14/2014 12:00:00 AM,JUN,023400,2,SAT,149014021,06/14/2014 02:34:00 AM,DISTRICT 1,45202
4,27XX ASHLAND AV,39.1283350534555,-84.483659802161,WALNUT HILLS,816,40908634,1,,BLACK,MALE,41,NONFATAL,12/15/2009 12:00:00 AM,DEC,,N/A,TUE,40908634,12/15/2009 12:00:00 AM,DISTRICT 4,45206
3,32XX BEEKMAN ST,39.1457707386487,-84.5514027655848,MILLVALE,3328,159033522,1,"CINCINNATI, OH 45219",WHITE,FEMALE,27,NONFATAL,12/14/2015 12:00:00 AM,DEC,180000,18,MON,159033522,12/14/2015 06:00:00 PM,DISTRICT 3,
3,27XX EAST TOWER DR,39.1294716803026,-84.5946304374794,WESTWOOD,1718,129001424,1,"CINC, OH 45205",BLACK,MALE,21,NONFATAL,01/18/2012 12:00:00 AM,JAN,015000,1,WED,129001424,01/18/2012 01:50:00 AM,DISTRICT 3,45238
3,33XX BOWLING GREEN CT,39.1441884409542,-84.5539856736358,MILLVALE,2480,139033761,1,"CINC, OH 45223",BLACK,MALE,28,FATAL,12/16/2013 12:00:00 AM,DEC,203000,20,MON,139033761,12/16/2013 08:30:00 PM,DISTRICT 3,45225
4,35XX READING RD,39.1450148727991,-84.4906567872169,AVONDALE,1023,41003768S1,1,,BLACK,MALE,21,NONFATAL,06/24/2010 12:00:00 AM,JUN,,N/A,THU,41003768S1,06/24/2010 12:00:00 AM,DISTRICT 4,45229
4,5XX HALE AV,39.1404947955736,-84.4954430307966,AVONDALE,66,40802036,1,,BLACK,MALE,17,NONFATAL,03/31/2008 12:00:00 AM,MAR,,N/A,MON,40802036,03/31/2008 12:00:00 AM,DISTRICT 4,45229
4,5XX ROCKDALE AV,39.1447678870628,-84.4947203150607,AVONDALE,3105,159017577,1,"CINCINNATI, OH 45214",BLACK,MALE,28,NONFATAL,07/07/2015 12:00:00 AM,JUL,172000,17,TUE,159017577,07/07/2015 05:20:00 PM,DISTRICT 4,45229
4,4XX KASOTA ST,39.1406537143751,-84.4999331591463,AVONDALE,3688,169026626,1,,BLACK,FEMALE,20,NONFATAL,10/11/2016 12:00:00 AM,OCT,223000,22,TUE,169026626,10/11/2016 10:30:00 PM,DISTRICT 4,
3,32XX BOWLING GREEN CT,39.1431075057525,-84.5522637508336,MILLVALE,3122,159018788,1,"CINCINNATI, OH 45239",BLACK,MALE,23,NONFATAL,07/18/2015 12:00:00 AM,JUL,211600,21,SAT,159018788,07/18/2015 09:16:00 PM,DISTRICT 3,45225
4,39XX DICKSON AV,39.157039219484,-84.4935661612062,NORTH AVONDALE,3528,169015461,1,"CINCINNATI, OH 45214",BLACK,MALE,27,NONFATAL,06/25/2016 12:00:00 AM,JUN,173000,17,SAT,169015461,06/25/2016 05:30:00 PM,DISTRICT 4,
3,9XX ELBERON AV,39.1090035763535,-84.5660802540688,EAST PRICE HILL,2934,159007095,2,"CINCI, OH 45205",BLACK,MALE,17,NONFATAL,03/25/2015 12:00:00 AM,MAR,222000,22,WED,159007095,03/25/2015 10:20:00 PM,DISTRICT 3,45205
5,6XX S I75 EX,39.1637486052579,-84.5102806180853,SPRING GROVE VILLAGE,827,50907717,1,,BLACK,MALE,30,NONFATAL,12/26/2009 12:00:00 AM,DEC,,N/A,SAT,50907717,12/26/2009 12:00:00 AM,DISTRICT 5,45232
4,5XX BLAIR AV,39.1420190782972,-84.4922968050673,AVONDALE,1384,41102732,1,"CINC, OH 45229",BLACK,MALE,22,FATAL,05/05/2011 12:00:00 AM,MAY,165600,16,THU,41102732,05/05/2011 04:56:00 PM,DISTRICT 4,45229
3,32XX BEEKMAN ST,39.1422590188721,-84.5512344136255,MILLVALE,591,30905016,2,,WHITE,MALE,34,NONFATAL,06/05/2009 12:00:00 AM,JUN,,N/A,FRI,30905016,06/05/2009 12:00:00 AM,DISTRICT 3,45225
1,13XX VINE ST,39.1087706117311,-84.5143790902355,OVER-THE-RHINE,688,10904045,1,,WHITE,MALE,54,NONFATAL,08/23/2009 12:00:00 AM,AUG,,N/A,SUN,10904045,08/23/2009 12:00:00 AM,DISTRICT 1,45202
1,2XX ETON PL,39.1173909963267,-84.5203840377713,OVER-THE-RHINE,1316,11100868,1,"CINC., OH 45217",BLACK,MALE,30,FATAL,03/07/2011 12:00:00 AM,MAR,030000,3,MON,11100868,03/07/2011 03:00:00 AM,DISTRICT 1,45202
3,30XX WESTWOOD NORTHERN BV,39.1596834683929,-84.5978695264413,WESTWOOD,2018,129032821,1,"FAIRFIELD, OH 45011",BLACK,MALE,17,NONFATAL,11/10/2012 12:00:00 AM,NOV,102300,10,SAT,129032821,11/10/2012 10:23:00 AM,DISTRICT 3,45211
4,37XX BONFIELD DR,39.1508936034056,-84.5025524630539,AVONDALE,1629,41107029,1,"CINC, OH 45229",BLACK,MALE,33,NONFATAL,10/31/2011 12:00:00 AM,OCT,225000,22,MON,41107029,10/31/2011 10:50:00 PM,DISTRICT 4,45220
3,21XX QUEEN CITY AV,39.1287608252114,-84.5705007359473,SOUTH FAIRMOUNT,3819,179003971,1,,BLACK,MALE,21,NONFATAL,02/12/2017 12:00:00 AM,FEB,000100,0,SUN,179003971,02/12/2017 12:01:00 AM,DISTRICT 3,
